,price,area_total,area_util,quarto,banheiro,vaga,bairro
1033,R$ 446.000,95 m² área total,60 m² área útil,2 Quartos,2 Banheiros,1 Vaga,<span> São Judas
1034,R$ 550.000,55 m² área total,55 m² área útil,2 Quartos,2 Banheiros,1 Vaga,<span> Pompéia
1035,R$ 540.000,29 m² área total,29 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Itaim Bibi
1036,R$ 1.450.000,266 m² área total,134 m² área útil,3 Quartos,4 Banheiros,2 Vagas,<span> Perdizes
1037,R$ 1.800.000,150 m² área total,150 m² área útil,3 Quartos,2 Banheiros,1 Vaga,<span> Pinheiros
1038,R$ 475.000,30 m² área total,30 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardim Paulista
1039,R$ 1.520.000,180 m² área total,125 m² área útil,3 Quartos,4 Banheiros,2 Vagas,<span> Brooklin
1040,R$ 374.000,110 m² área total,74 m² área útil,3 Quartos,2 Banheiros,2 Vagas,<span> Vila Gomes
1041,R$ 1.700.000,237 m² área total,135 m² área útil,3 Quartos,5 Banheiros,3 Vagas,<span> Perdizes
1042,R$ 680.000,60 m² área total,60 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Vila Clementino
1043,R$ 255.000,28 m² área total,28 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Bela Vista
1044,R$ 425.000,88 m² área total,80 m² área útil,2 Quartos,2 Banheiros,1 Vaga,<span> Vila Gustavo
1045,R$ 900.000,60 m² área total,60 m² área útil,2 Quartos,2 Banheiros,2 Vagas,<span> Paraíso
1046,R$ 326.000,90 m² área total,64 m² área útil,3 Quartos,1 Banheiro,1 Vaga,<span> Vila Butantã
1047,R$ 235.000,80 m² área total,31 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardim Paulista
1048,R$ 1.870.000,150 m² área total,124 m² área útil,3 Quartos,5 Banheiros,2 Vagas,<span> Moema
1049,R$ 445.000,32 m² área total,32 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Vila Leopoldina
1050,R$ 550.000,121 m² área total,69 m² área útil,3 Quartos,2 Banheiros,2 Vagas,<span> Santa Cecília
1051,R$ 730.000,37 m² área total,37 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardins
1052,R$ 390.000,297 m² área total,33 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardins
1053,R$ 390.000,60 m² área total,40 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Higien
1054,R$ 370.000,45 m² área total,45 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Ibirapuera
1055,R$ 200.000,35 m² área total,35 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Morumbi
1056,R$ 520.000,26 m² área total,26 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Itaim Bibi
1057,R$ 230.000,70 m² área total,38 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Bela Vista
1058,R$ 420.000,42 m² área total,42 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Vila Nova Conceição
1059,R$ 280.000,25 m² área total,25 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Vila Olímpia
1060,R$ 185.000,39 m² área total,29 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Campo Belo
1061,R$ 2.500.000,90 m² área total,90 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Itaim Bibi
1062,R$ 320.000,33 m² área total,33 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Moema
1063,R$ 291.500,62 m² área total,62 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Vila Carrão
1064,R$ 450.000,64 m² área total,64 m² área útil,2 Quartos,2 Banheiros,1 Vaga,<span> Saúde
1065,R$ 470.000,90 m² área total,43 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Brooklin
1066,R$ 164.000,50 m² área total,32 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Santana
1067,R$ 160.000,80 m² área total,30 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Santana
1068,R$ 425.000,42 m² área total,42 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Vila Olímpia
1069,R$ 200.000,31 m² área total,31 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Chácara Santo Antônio
1070,R$ 490.000,60 m² área total,60 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Itaim Bibi
1071,R$ 570.000,61 m² área total,51 m² área útil,2 Quartos,2 Banheiros,1 Vaga,<span> Consolação
1072,R$ 445.000,75 m² área total,75 m² área útil,3 Quartos,3 Banheiros,1 Vaga,<span> Jardim Marajoara
1073,R$ 431.000,70 m² área total,50 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Vila Firmiano Pinto
1074,R$ 375.000,55 m² área total,55 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Jardim Marajoara
1075,R$ 450.000,40 m² área total,40 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Vila Olímpia
1076,R$ 450.000,72 m² área total,72 m² área útil,3 Quartos,3 Banheiros,1 Vaga,<span> Jardim Marajoara
1077,R$ 1.350.000,142 m² área total,142 m² área útil,3 Quartos,4 Banheiros,2 Vagas,<span> Vila Leopoldina
1078,R$ 1.290.000,222 m² área total,121 m² área útil,4 Quartos,4 Banheiros,2 Vagas,<span> Perdizes
1079,R$ 1.500.000,300 m² área total,178 m² área útil,3 Quartos,4 Banheiros,3 Vagas,<span> Campo Belo
1080,R$ 3.710.000,352 m² área total,252 m² área útil,4 Quartos,6 Banheiros,4 Vagas,<span> Perdizes
1081,R$ 320.000,80 m² área total,31 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardim Paulista
1082,R$ 2.090.000,147 m² área total,147 m² área útil,3 Quartos,5 Banheiros,4 Vagas,<span> Vila Clementino
1083,R$ 1.190.000,142 m² área total,142 m² área útil,3 Quartos,5 Banheiros,3 Vagas,<span> Vila Mascote
1084,R$ 424.000,36 m² área total,36 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Itaim Bibi
1085,R$ 530.000,55 m² área total,55 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Moema
1086,R$ 1.250.000,150 m² área total,150 m² área útil,3 Quartos,4 Banheiros,2 Vagas,<span> Campo Belo
1087,R$ 430.000,45 m² área total,45 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardins
1088,R$ 1.190.000,137 m² área total,71 m² área útil,2 Quartos,2 Banheiros,2 Vagas,<span> Vila Nova Conceição
1089,R$ 425.000,75 m² área total,58 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Vila Mascote
1090,R$ 1.500.000,100 m² área total,100 m² área útil,2 Quartos,1 Banheiro,2 Vagas,<span> Itaim Bibi
1091,R$ 650.000,68 m² área total,68 m² área útil,2 Quartos,2 Banheiros,1 Vaga,<span> Vila Olímpia
1092,R$ 1.590.000,180 m² área total,180 m² área útil,4 Quartos,5 Banheiros,3 Vagas,<span> Campo Belo
1093,R$ 690.000,45 m² área total,45 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Vila Nova Conceição
1094,R$ 320.000,59 m² área total,59 m² área útil,3 Quartos,1 Banheiro,1 Vaga,<span> Parque Mandaqui
1095,R$ 270.000,80 m² área total,20 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardim Paulista
1096,R$ 1.250.000,142 m² área total,142 m² área útil,3 Quartos,5 Banheiros,3 Vagas,<span> Lauzane Paulista
1097,R$ 630.000,94 m² área total,94 m² área útil,3 Quartos,2 Banheiros,2 Vagas,<span> Lar São Paulo
1098,R$ 710.000,120 m² área total,35 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Vila Olímpia
1099,R$ 250.000,30 m² área total,30 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Moema
1100,R$ 495.000,31 m² área total,31 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Bela Vista
1101,R$ 510.000,90 m² área total,50 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Moema
1102,R$ 549.000,99 m² área total,65 m² área útil,2 Quartos,2 Banheiros,2 Vagas,<span> Barra Funda
1103,R$ 905.000,120 m² área total,90 m² área útil,3 Quartos,3 Banheiros,2 Vagas,<span> Pompéia
1104,R$ 250.000,50 m² área total,50 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Vila Ema
1105,R$ 740.000,60 m² área total,60 m² área útil,2 Quartos,2 Banheiros,2 Vagas,<span> Jardim Europa
1106,R$ 665.000,80 m² área total,73 m² área útil,3 Quartos,2 Banheiros,3 Vagas,<span> Vila Santa Catarina
1107,R$ 599.000,128 m² área total,88 m² área útil,0 Quartos,2 Banheiros,2 Vagas,<span> Vila Suzana
1108,R$ 750.000,43 m² área total,43 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Vila Olímpia
1109,R$ 251.000,63 m² área total,63 m² área útil,3 Quartos,1 Banheiro,1 Vaga,<span> Jardim Botucatu
1110,R$ 3.000.000,225 m² área total,225 m² área útil,4 Quartos,5 Banheiros,5 Vagas,<span> Perdizes
1111,R$ 445.000,38 m² área total,38 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Moema
1112,R$ 1.099.000,112 m² área total,112 m² área útil,2 Quartos,3 Banheiros,3 Vagas,<span> Vila Mascote
1113,R$ 930.000,85 m² área total,85 m² área útil,3 Quartos,3 Banheiros,2 Vagas,<span> Brooklin
1114,R$ 530.000,70 m² área total,70 m² área útil,2 Quartos,2 Banheiros,1 Vaga,<span> Anália Franco
1115,R$ 650.000,68 m² área total,68 m² área útil,2 Quartos,2 Banheiros,2 Vagas,<span> Vila Olímpia
1116,R$ 530.000,35 m² área total,35 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardins
1117,R$ 295.000,65 m² área total,25 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Vila Nova Conceição
1118,R$ 290.000,29 m² área total,29 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Itaim Bibi
1119,R$ 400.000,27 m² área total,27 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardins
1120,R$ 315.000,30 m² área total,30 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Consolação
1121,R$ 615.000,60 m² área total,35 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Consolação
1122,R$ 320.000,37 m² área total,37 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Bela Vista
1123,R$ 270.000,65 m² área total,28 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Consolação
1124,R$ 650.000,225 m² área total,90 m² área útil,3 Quartos,3 Banheiros,3 Vagas,<span> Bosque da Saúde
1125,R$ 410.000,65 m² área total,38 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Itaim Bibi
1126,R$ 690.000,133 m² área total,54 m² área útil,1 Quarto,2 Banheiros,1 Vaga,<span> Itaim
1127,R$ 279.000,75 m² área total,55 m² área útil,2 Quartos,2 Banheiros,1 Vaga,<span> Vila Santa Catarina
1128,R$ 434.000,48 m² área total,48 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Vila Leopoldina
1129,R$ 320.000,31 m² área total,31 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardim Paulista
1130,R$ 2.120.000,200 m² área total,113 m² área útil,1 Quarto,1 Banheiro,2 Vagas,<span> Vila Nova Conceição
1131,R$ 2.200.000,184 m² área total,154 m² área útil,3 Quartos,5 Banheiros,2 Vagas,<span> Brooklin
1132,R$ 200.000,29 m² área total,29 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Brooklin
1133,R$ 1.200.000,273 m² área total,151 m² área útil,3 Quartos,3 Banheiros,2 Vagas,<span> Perdizes
1134,R$ 650.000,45 m² área total,45 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Moema
1135,R$ 295.000,25 m² área total,25 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Vila Olímpia
1136,R$ 320.000,74 m² área total,74 m² área útil,3 Quartos,1 Banheiro,1 Vaga,<span> Parque Munhoz
1137,R$ 1.780.000,78 m² área total,78 m² área útil,1 Quarto,1 Banheiro,2 Vagas,<span> Vila Nova Conceição
1138,R$ 2.700.000,290 m² área total,205 m² área útil,4 Quartos,5 Banheiros,4 Vagas,<span> Moema
1139,R$ 260.000,28 m² área total,28 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Paraíso
1140,R$ 900.000,110 m² área total,110 m² área útil,2 Quartos,3 Banheiros,1 Vaga,<span> Bela Vista
1141,R$ 1.230.000,228 m² área total,141 m² área útil,3 Quartos,4 Banheiros,3 Vagas,<span> Jardim da Saúde
1142,R$ 745.000,80 m² área total,80 m² área útil,2 Quartos,1 Banheiro,2 Vagas,<span> Brooklin
1143,R$ 880.000,80 m² área total,67 m² área útil,2 Quartos,2 Banheiros,2 Vagas,<span> Brooklin
1144,R$ 590.000,49 m² área total,49 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Vila Nova Conceição
1145,R$ 420.000,38 m² área total,38 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Moema
1146,R$ 570.000,43 m² área total,43 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Jardins
1147,R$ 450.000,40 m² área total,40 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Vila Olímpia
1148,R$ 470.000,54 m² área total,54 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Brooklin Novo
1149,R$ 2.450.000,178 m² área total,178 m² área útil,3 Quartos,5 Banheiros,3 Vagas,<span> Campo Belo
1150,R$ 220.000,57 m² área total,52 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Jardim Imbé
1151,R$ 1.070.000,203 m² área total,106 m² área útil,3 Quartos,2 Banheiros,2 Vagas,<span> Pompéia
1152,R$ 430.000,38 m² área total,38 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Vila Leopoldina
1153,R$ 990.000,189 m² área total,189 m² área útil,3 Quartos,4 Banheiros,3 Vagas,<span> Agua Fria
1154,R$ 840.000,52 m² área total,52 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Vila Nova Conceição
1155,R$ 320.000,60 m² área total,60 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Campo Grande
1156,R$ 2.740.000,300 m² área total,210 m² área útil,3 Quartos,3 Banheiros,2 Vagas,<span> Higien
1157,R$ 764.000,80 m² área total,80 m² área útil,2 Quartos,3 Banheiros,2 Vagas,<span> Aclimação
1158,R$ 2.200.000,145 m² área total,145 m² área útil,4 Quartos,4 Banheiros,3 Vagas,<span> Paraíso
1159,R$ 250.000,41 m² área total,31 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Chácara Santo Antônio
1160,R$ 380.000,70 m² área total,31 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Vila Olímpia
1161,R$ 1.100.000,117 m² área total,115 m² área útil,3 Quartos,3 Banheiros,3 Vagas,<span> Vila Mascote
1162,R$ 435.000,43 m² área total,43 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Consolação
1163,R$ 310.000,80 m² área total,33 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Consolação
1164,R$ 220.000,27 m² área total,27 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Morumbi
1165,R$ 495.000,31 m² área total,31 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Cerqueira César
1166,R$ 790.000,104 m² área total,104 m² área útil,2 Quartos,3 Banheiros,4 Vagas,<span> Panamby
1167,R$ 1.700.000,125 m² área total,125 m² área útil,3 Quartos,3 Banheiros,2 Vagas,<span> Brooklin Paulista
1168,R$ 670.000,60 m² área total,60 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Chácara Santo Antônio
1169,R$ 1.350.000,209 m² área total,129 m² área útil,4 Quartos,5 Banheiros,2 Vagas,<span> Vila Leopoldina
1170,R$ 180.000,22 m² área total,22 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Centro
1171,R$ 480.000,34 m² área total,34 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardins
1172,R$ 800.000,76 m² área total,76 m² área útil,2 Quartos,2 Banheiros,2 Vagas,<span> Santana
1173,R$ 775.000,55 m² área total,55 m² área útil,2 Quartos,1 Banheiro,2 Vagas,<span> Vila Olímpia
1174,R$ 450.000,65 m² área total,57 m² área útil,2 Quartos,3 Banheiros,2 Vagas,<span> Bosque da Saúde
1175,R$ 370.000,33 m² área total,33 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardim Paulista
1176,R$ 155.000,28 m² área total,28 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Tatuapé
1177,R$ 388.800,34 m² área total,34 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Bela Vista
1178,R$ 525.000,80 m² área total,29 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Vila Nova Conceição
1179,R$ 370.000,32 m² área total,32 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Paraíso
1180,R$ 980.000,140 m² área total,140 m² área útil,2 Quartos,2 Banheiros,1 Vaga,<span> Jardim Paulista
1181,R$ 2.880.000,230 m² área total,230 m² área útil,4 Quartos,6 Banheiros,4 Vagas,<span> Jardim Paulista
1182,R$ 1.800.000,230 m² área total,136 m² área útil,4 Quartos,4 Banheiros,3 Vagas,<span> Brooklin
1183,R$ 685.000,80 m² área total,40 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Bela Vista
1184,R$ 495.000,26 m² área total,26 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Vila Olímpia
1185,R$ 525.000,54 m² área total,54 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Brooklin
1186,R$ 475.000,80 m² área total,38 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Moema
1187,R$ 650.000,45 m² área total,45 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Vila Nova Conceição
1188,R$ 525.000,74 m² área total,74 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Aclimação
1189,R$ 469.000,150 m² área total,60 m² área útil,2 Quartos,2 Banheiros,1 Vaga,<span> Interlagos
1190,R$ 650.000,68 m² área total,68 m² área útil,2 Quartos,2 Banheiros,2 Vagas,<span> Vila Olímpia
1191,R$ 2.200.000,190 m² área total,190 m² área útil,3 Quartos,5 Banheiros,3 Vagas,<span> Vila Gertrudes
1192,R$ 380.000,25 m² área total,25 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardins
1193,R$ 230.000,29 m² área total,29 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Campo Belo
1194,R$ 960.000,90 m² área total,90 m² área útil,3 Quartos,4 Banheiros,3 Vagas,<span> Vila Romana
1195,R$ 1.395.000,168 m² área total,168 m² área útil,4 Quartos,5 Banheiros,4 Vagas,<span> Alto da Boa Vista
1196,R$ 2.150.000,249 m² área total,249 m² área útil,3 Quartos,2 Banheiros,4 Vagas,<span> Morumbi
1197,R$ 160.000,32 m² área total,30 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Santana
1198,R$ 630.000,42 m² área total,42 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Consolação
1199,R$ 335.000,32 m² área total,32 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Itaim Bibi
1200,R$ 320.000,33 m² área total,33 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardins
1201,R$ 725.000,47 m² área total,47 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Vila Olímpia
1202,R$ 550.000,70 m² área total,67 m² área útil,3 Quartos,3 Banheiros,2 Vagas,<span> Jabaquara
1203,R$ 1.750.000,366 m² área total,200 m² área útil,4 Quartos,4 Banheiros,3 Vagas,<span> Sumaré
1204,R$ 6.000.000,266 m² área total,266 m² área útil,4 Quartos,4 Banheiros,4 Vagas,<span> Paraíso
1205,R$ 290.000,29 m² área total,29 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Itaim Bibi
1206,R$ 455.000,45 m² área total,45 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Vila Olímpia
1207,R$ 415.000,32 m² área total,32 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardins
1208,R$ 422.000,28 m² área total,28 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Brooklin
1209,R$ 828.000,116 m² área total,116 m² área útil,3 Quartos,2 Banheiros,3 Vagas,<span> Vila Mascote
1210,R$ 960.000,200 m² área total,105 m² área útil,4 Quartos,3 Banheiros,2 Vagas,<span> Pompéia
1211,R$ 1.070.000,198 m² área total,136 m² área útil,3 Quartos,3 Banheiros,2 Vagas,<span> Santana
1212,R$ 340.000,70 m² área total,70 m² área útil,3 Quartos,2 Banheiros,1 Vaga,<span> Ipiranga
1213,R$ 989.000,130 m² área total,130 m² área útil,3 Quartos,3 Banheiros,2 Vagas,<span> Chácara Santo Antônio
1214,R$ 625.000,65 m² área total,62 m² área útil,2 Quartos,2 Banheiros,1 Vaga,<span> Lapa
1215,R$ 630.000,77 m² área total,77 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Cerqueira César
1216,R$ 400.000,45 m² área total,45 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Vila Nova Conceição
1217,R$ 380.000,31 m² área total,31 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Vila Olímpia
1218,R$ 310.000,33 m² área total,33 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardins
1219,R$ 1.400.000,350 m² área total,116 m² área útil,3 Quartos,4 Banheiros,2 Vagas,<span> Brooklin
1220,R$ 1.490.000,178 m² área total,130 m² área útil,4 Quartos,5 Banheiros,3 Vagas,<span> Perdizes
1221,R$ 1.200.000,80 m² área total,80 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Itaim Bibi
1222,R$ 1.370.000,100 m² área total,80 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardins
1223,R$ 450.000,43 m² área total,43 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Vila Olímpia
1224,R$ 1.300.000,300 m² área total,136 m² área útil,4 Quartos,5 Banheiros,3 Vagas,<span> Brooklin
1225,R$ 620.000,72 m² área total,72 m² área útil,2 Quartos,2 Banheiros,1 Vaga,<span> Vila Leopoldina
1226,R$ 575.000,51 m² área total,43 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Alto da Lapa
1227,R$ 305.000,43 m² área total,43 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardim Aeroporto
1228,R$ 400.000,90 m² área total,45 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardim Europa
1229,R$ 1.300.000,123 m² área total,123 m² área útil,4 Quartos,2 Banheiros,2 Vagas,<span> Pinheiros
1230,R$ 1.530.000,127 m² área total,127 m² área útil,3 Quartos,3 Banheiros,3 Vagas,<span> Moema
1231,R$ 390.000,32 m² área total,32 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Moema
1232,R$ 525.000,12 m² área total,12 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Consolação
1233,R$ 540.000,49 m² área total,49 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Jardins
1234,R$ 280.000,65 m² área total,28 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardins
1235,R$ 500.000,80 m² área total,60 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Santo Amaro
